web-scraper-order,web-scraper-start-url,hotel_pagination_losangels,hotels_name_losangels,hotels_name_losangels-href,hotels_address_losangels,hotels_images_losangels-src,hotels_rating_losangels,hotels_contactno_losangels,hotels_websitelist_losangels,hotels_websitelist_losangels-href
1705851636-146,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Dream Hollywood,https://foursquare.com/v/dream-hollywood/57056c0d498e3e16eafdf126,"6417 Selma Ave, Los Angeles",https://fastly.4sqi.net/img/general/300x300/140231556_lKlPf3YFrjwbGEpw6uMhuL0RDnF5Vuc9WPkDU6letUk.jpg,7.5,(323) 844-6417,dreamhotels.com/hollywood,https://www.dreamhotels.com/hollywood
1705851647-147,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Grateful Dogs Clubhouse,https://foursquare.com/v/grateful-dogs-clubhouse/4dcdd6bab0fb25f6e33561b1,"202 Illinois St, El Segundo",https://fastly.4sqi.net/img/general/300x300/2598980_NZBNr6fbTsQqyvmaAMSU72DCwX8y-WQ3AoHQLVLDVZU.jpg,7.8,(310) 364-0011,gratefuldogs.net,http://www.gratefuldogs.net/
1705851655-148,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Hotel Normandie,https://foursquare.com/v/hotel-normandie/4baa9b0bf964a520fe783ae3,"605 Normandie Avenue (at 6th St), Los Angeles",https://fastly.4sqi.net/img/general/300x300/19061198_VjOSpX_Lu3BIJo5undHpijwLRr5dGCsiS1_GFXqE-GA.jpg,7.5,(213) 388-8138,hotelnormandiela.com,http://www.hotelnormandiela.com/
1705851666-149,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Aloft El Segundo - Los Angeles Airport,https://foursquare.com/v/aloft-el-segundo--los-angeles-airport/568e00ce498e8c239af791d9,"475 N Pacific Coast Hwy, El Segundo",https://fastly.4sqi.net/img/general/300x300/37815257_XrnOQyZmGLSXCV-RRMUx21iabK-6GGLXlP5lv-5jr2c.jpg,7.6,(424) 290-5555,marriott.com/hotels/travel/laxla-aloft-el-segundo-los-angeles-airport/?y_source=1_MjY2NDQyNy00NDAtbG9jYXRpb24ud2Vic2l0ZQ==,https://www.marriott.com/hotels/travel/laxla-aloft-el-segundo-los-angeles-airport/?y_source=1_MjY2NDQyNy00NDAtbG9jYXRpb24ud2Vic2l0ZQ==
1705851678-150,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,DoubleTree by Hilton,https://foursquare.com/v/doubletree-by-hilton/4b0824d5f964a520b80423e3,"21333 Hawthorne Blvd (Fashion Way), Torrance",https://fastly.4sqi.net/img/general/300x300/3904328_ZEdgNQYRlft_SW0YGRisUM8GsKtEPCstRwB8z6wWv50.jpg,7.6,(310) 540-0500,hilton.com/en/hotels/laxthdt-doubletree-torrance-south-bay,https://www.hilton.com/en/hotels/laxthdt-doubletree-torrance-south-bay
1705851690-151,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,UCLA Tiverton House,https://foursquare.com/v/ucla-tiverton-house/4bea2e93ca97d13a847e6c77,"900 Tiverton Ave (at Le Conte Ave), Los Angeles",https://fastly.4sqi.net/img/general/300x300/1386081078_anu7sKSYDoON2aJRulGB8IqQa6NVld7exU3PW5guqBY.jpg,7.6,(310) 794-0151,UCLA Campus Gateway,https://foursquare.com/v/ucla-campus-gateway/4bd26d8b77b29c7447dd8e82
1705851703-152,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Beverly Hills Marriott,https://foursquare.com/v/beverly-hills-marriott/4ad931f7f964a520041921e3,"1150 S Beverly Dr (at Pico Blvd), Los Angeles",https://fastly.4sqi.net/img/general/300x300/1373603889_yB_8zBVAeNJNZdgOxCpIgw2rPzg8JYHKrJ5D70LPkuQ.jpg,7.6,(310) 553-6561,marriott.com/hotels/travel/laxbv-beverly-hills-marriott/?y_source=1_MjQ3MjI4MS00NDAtbG9jYXRpb24ud2Vic2l0ZQ==,https://www.marriott.com/hotels/travel/laxbv-beverly-hills-marriott/?y_source=1_MjQ3MjI4MS00NDAtbG9jYXRpb24ud2Vic2l0ZQ==
1705851715-153,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Hampton Inn & Suites,https://foursquare.com/v/hampton-inn--suites/5926cc0faa6c955e70a91779,"501 Colorado Ave, Santa Monica",https://fastly.4sqi.net/img/general/300x300/31037544_W0xMa9sFQJljbJ4eROp_xjqnbxdELWHNshRD6IIJC8k.jpg,7.6,(310) 260-1100,hilton.com/en/hotels/smocahx-hampton-suites-santa-monica,https://www.hilton.com/en/hotels/smocahx-hampton-suites-santa-monica
1705851733-154,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Hollywood Proper Residences,https://foursquare.com/v/hollywood-proper-residences/57b4bfff498eb9fc51a99c2a,"1550 N El Centro Ave, Los Angeles",https://fastly.4sqi.net/img/general/300x300/49422348_5DlsSstwUNPkfAP-5-aFqDSJE2UifM1m6uF1K41JwCA.jpg,7.7,(323) 465-7767,livehollywoodproper.com,http://www.livehollywoodproper.com/
1705851743-155,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Palihotel Culver City,https://foursquare.com/v/palihotel-culver-city/5be891c4018cbb002c6e1fec,"3927 Van Buren Pl, Culver City",https://fastly.4sqi.net/img/general/300x300/13770502_9TstrywCjS4K0wcxS8E8g-KcbukEL9LZ8KcLfvPq63s.jpg,7.7,(424) 321-7000,palisociety.com/hotels/culver-city,https://www.palisociety.com/hotels/culver-city
1705851757-156,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Quality Inn Lomita-Los Angeles South Bay,https://foursquare.com/v/quality-inn-lomitalos-angeles-south-bay/5a56fcad5d891b14ac1f3d46,"2037 Pacific Coast Hwy, Lomita",https://fastly.4sqi.net/img/general/300x300/87388367_at9LGadGnop2bycpw6e9Gw4-IRvx0lyheUfSgO9EYGU.jpg,7.7,(310) 534-0700,choicehotels.com/california/lomita/quality-inn-hotels/cae98?mc=llyxyxpx,https://www.choicehotels.com/california/lomita/quality-inn-hotels/cae98?mc=llyxyxpx
1705851769-157,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Marina Del Rey Marriott,https://foursquare.com/v/marina-del-rey-marriott/4b1b27f2f964a520f5f823e3,"4100 Admiralty Way (Via Marina), Marina del Rey",https://fastly.4sqi.net/img/general/300x300/2184791_UQU1jtv8iPW6A2VGLWIihX2OkqnwlUJcGRs6ffzNOrU.jpg,7.7,(310) 301-3000,marriott.com/hotels/travel/laxmb-marina-del-rey-marriott/?y_source=1_NzQ4MDU3LTQ0MC1sb2NhdGlvbi53ZWJzaXRl,https://www.marriott.com/hotels/travel/laxmb-marina-del-rey-marriott/?y_source=1_NzQ4MDU3LTQ0MC1sb2NhdGlvbi53ZWJzaXRl
1705851780-158,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Hyatt Place Los Angeles/Lax/El Segundo,https://foursquare.com/v/hyatt-place-los-angeleslaxel-segundo/50bd7913e4b0315f7d1f5ce0,"750 N Nash St, El Segundo",https://fastly.4sqi.net/img/general/300x300/109496059_HgS_eRdEmc1mdS4T7Jl8_XPc84F0PWerd7Y8Mbi897o.jpg,7.7,(310) 322-2880,hyatt.com/en-US/hotel/california/hyatt-place-los-angeles-lax-el-segundo/laxze,https://www.hyatt.com/en-US/hotel/california/hyatt-place-los-angeles-lax-el-segundo/laxze
1705851798-159,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Hollywood Orchid Suites,https://foursquare.com/v/hollywood-orchid-suites/4b5a0438f964a520eda728e3,"1753 Orchid Ave, Los Angeles",https://fastly.4sqi.net/img/general/300x300/5065721_7q9WRxbTzx1X4kvhwmaoM9sdg4NM4oKXvDOHeIKmvbI.jpg,7.8,(323) 874-9678,orchidsuites.com,http://www.orchidsuites.com/
1705851810-160,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,The MacArthur,https://foursquare.com/v/the-macarthur/4c0302649a7920a1265bcf79,"607 S Park View St, Los Angeles",https://fastly.4sqi.net/img/general/300x300/83580_0LqcWHAAwTEhX7dO-tbvX3dZw4ggj_aIv8dq3Fs6L9k.jpg,7.8,(213) 381-6300,themacarthur.com,http://themacarthur.com/
1705851821-161,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Pendry Hotel And Residences,https://foursquare.com/v/pendry-hotel-and-residences/5e541153ff47de0008cedc9f,"8430 W Sunset Blvd (Olive Ave), West Hollywood",https://fastly.4sqi.net/img/general/300x300/1383548426_FRW2MdzwEOwbJrjU2D4XK6B320PPwXRUFan0ubuJWH0.jpg,7.8,(424) 335-0544,pendryresidencesweho.com,https://pendryresidencesweho.com/
1705851835-162,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Hilton,https://foursquare.com/v/hilton/4ae5f9eef964a520b6a321e3,"555 Universal Hollywood Dr, Universal City",https://fastly.4sqi.net/img/general/300x300/1394117185_w5MppYTO3XO0G8ssdS2o_hJbwj80PVuxu5viNkwOAKU.jpg,7.7,(818) 506-2500,hilton.com/en/hotels/buruchf-hilton-los-angeles-universal-city,https://www.hilton.com/en/hotels/buruchf-hilton-los-angeles-universal-city
1705851848-163,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Venice on the Beach Hotel Los Angeles,https://foursquare.com/v/venice-on-the-beach-hotel-los-angeles/4bdf32ca7ea362b5496443c4,"2819 Ocean Front Walk, Venice",https://fastly.4sqi.net/img/general/300x300/5516119_lGoNE5T-pd1z1OX6j7wtrefltZwPinFrIGDdrNLNP8g.jpg,7.8,(310) 429-0234,veniceonthebeachhotel.com,http://www.veniceonthebeachhotel.com/
1705851869-164,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Hampton Inn by Hilton,https://foursquare.com/v/hampton-inn-by-hilton/52f2f40c498e037a45088657,"11430 Acacia Ave, Hawthorne",https://fastly.4sqi.net/img/general/300x300/115626371_cyzD04JtirbE3Yc0-ImkO5RYFu63-AAlaM9vnb_gID0.jpg,7.7,(310) 973-3332,hilton.com/en/hotels/laxhthx-hampton-los-angeles-intl-airport-hawthorne,https://www.hilton.com/en/hotels/laxhthx-hampton-los-angeles-intl-airport-hawthorne
1705851879-165,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Le Parc at Melrose,https://foursquare.com/v/le-parc-at-melrose/4a3ea5eff964a52036a31fe3,"733 N West Knoll Dr, West Hollywood",https://fastly.4sqi.net/img/general/300x300/1774301_tAyP5_wGxMEFMigfsSRR5fo8xtG1g2Qn5DWz6ZXv-Vk.jpg,7.7,(310) 855-8888,leparcsuites.com,https://www.leparcsuites.com/
1705851906-166,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Ayres Hotel Manhattan Beach/LAX,https://foursquare.com/v/ayres-hotel-manhattan-beachlax/4b4e8134f964a520f0ef26e3,"14400 Hindry Ave (at Rosecrans Ave), Hawthorne",https://fastly.4sqi.net/img/general/300x300/13313996_WXf2t42MWWiMPI-v9HN5XHX9Ypl6vX3_m86cJwyELAg.jpg,7.8,(310) 536-0400,ayreshotels.com,http://www.ayreshotels.com/
1705851914-167,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Inn at Venice Beach,https://foursquare.com/v/inn-at-venice-beach/4cb1715239458cfae7ac0ba0,"327 Washington Blvd, Marina del Rey",https://fastly.4sqi.net/img/general/300x300/35857255_5kU2k2Bp9QXRbCtV5thgpNkX9i9yL4LPZgCmZrjR71A.jpg,7.8,(310) 821-2557,innatvenicebeach.com,https://www.innatvenicebeach.com/
1705851923-168,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Marina del Rey Hotel,https://foursquare.com/v/marina-del-rey-hotel/4bcf5aa40ffdce72cc64b2c0,"13534 Bali Way, Marina del Rey",https://fastly.4sqi.net/img/general/300x300/92919384_F88RIAvTaBWFAuotzZP6gTEj2RFDFxPR0T_Uag2AIvk.jpg,7.8,(310) 301-1000,pacificahotels.com/marinadelreyhotel/?chebs=local-marinadelreyhotel,http://www.pacificahotels.com/marinadelreyhotel/?chebs=local-marinadelreyhotel
1705851948-169,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,AC Hotel Beverly Hills,https://foursquare.com/v/ac-hotel-beverly-hills/5c439a5ad48ec1002c4f47de,"6399 Wilshire Blvd (S La Jolla Ave), Los Angeles",https://fastly.4sqi.net/img/general/300x300/1871555_E3XcJWwbE1dmZ30SWKmkMVDJr0zCJTizHjpP1FwtQlE.jpg,7.8,(323) 852-7000,marriott.com/hotels/travel/laxab-ac-hotel-beverly-hills,https://www.marriott.com/hotels/travel/laxab-ac-hotel-beverly-hills
1705851974-170,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,The Kinney,https://foursquare.com/v/the-kinney/57b64d09498ed2ce0ee7b0c4,"737 W Washington Blvd, Venice",https://fastly.4sqi.net/img/general/300x300/180364_S2oumx_D71U63qVXkL4JMLvzebsxZxatHtZBtiBDSkI.jpg,7.9,(310) 821-4455,thekinneyvenicebeach.com,https://www.thekinneyvenicebeach.com/
1705851987-171,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,AC Hotel by Marriott Los Angeles South Bay,https://foursquare.com/v/ac-hotel-by-marriott-los-angeles-south-bay/5d2d60bc447b6d00231ed801,"2130 East Maple Avenue, El Segundo",https://fastly.4sqi.net/img/general/300x300/181472_50XXKeBpCefIWmnpxxA87tq_LmWbhM4zchraHFaEHXo.jpg,7.9,(310) 322-3333,marriott.com/hotels/travel/laxae-ac-hotel-los-angeles-south-bay/?y_source=1_MTI3ODU2NTAtNDQwLWxvY2F0aW9uLndlYnNpdGU=,https://www.marriott.com/hotels/travel/laxae-ac-hotel-los-angeles-south-bay/?y_source=1_MTI3ODU2NTAtNDQwLWxvY2F0aW9uLndlYnNpdGU=
1705851998-172,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Hampton Inn & Suites,https://foursquare.com/v/hampton-inn--suites/58064de4d67ce2be17212ffa,"888 N Pacific Coast Hwy, El Segundo",https://fastly.4sqi.net/img/general/300x300/10795305_IUPB5KAzgRsQFQpN1cpW9Cy_rNOBs_eoMhOS_VzprFI.jpg,7.9,(310) 322-2900,hilton.com/en/hotels/laxelhx-hampton-suites-lax-el-segundo,https://www.hilton.com/en/hotels/laxelhx-hampton-suites-lax-el-segundo
1705852006-173,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Courtyard Los Angeles Burbank Airport,https://foursquare.com/v/courtyard-los-angeles-burbank-airport/4b9c1360f964a520854736e3,"2100 Empire Avenue, Burbank",https://fastly.4sqi.net/img/general/300x300/31559_IYTUxdnwhP7_GDTecO6JeStq-FlYB02Rzmgs6NHzlR8.jpg,7.9,(818) 843-5500,marriott.com/hotels/travel/burcy-courtyard-los-angeles-burbank-airport/?y_source=1_MjgzMzcyMS00NDAtbG9jYXRpb24ud2Vic2l0ZQ==,https://www.marriott.com/hotels/travel/burcy-courtyard-los-angeles-burbank-airport/?y_source=1_MjgzMzcyMS00NDAtbG9jYXRpb24ud2Vic2l0ZQ==
1705852038-174,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Mosaic Hotel,https://foursquare.com/v/mosaic-hotel/4bb8d07753649c74b45b47fb,"125 S Spalding Dr, Beverly Hills",https://fastly.4sqi.net/img/general/300x300/157135043_0gbmYvvi2cW-YLOh2cXPMytMjiUpvSegh59u2pUetkI.jpg,7.8,(310) 278-0303,mosaichotel.com,https://mosaichotel.com/
1705852047-175,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Residence Inn Los Angeles LAX/Century Boulevard,https://foursquare.com/v/residence-inn-los-angeles-laxcentury-boulevard/55182680498e208a93a728f4,"5933 West Century Boulevard, Los Angeles",https://fastly.4sqi.net/img/general/300x300/201289_Zk-lWsjJTQPZ5pwS0BmIkr-sD3hxQ1nZa0g3zqr_kIs.jpg,7.9,(310) 568-7700,residenceinnlax.com,http://www.residenceinnlax.com/
1705852058-176,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,"westdrift Manhattan Beach, Autograph Collection",https://foursquare.com/v/westdrift-manhattan-beach-autograph-collection/5aa1ea16178a2a08414d22ca,"1400 Park View Ave, Manhattan Beach",https://fastly.4sqi.net/img/general/300x300/7928368_Pph50w7LLH3JMnRpu5GPpHhxkAy0Uj5jebUJxz1Avts.jpg,7.9,(310) 546-7511,marriott.com/hotels/travel/laxaw-westdrift-manhattan-beach-autograph-collection/?y_source=1_ODk1NTcwMC00NDAtbG9jYXRpb24ud2Vic2l0ZQ==,https://www.marriott.com/hotels/travel/laxaw-westdrift-manhattan-beach-autograph-collection/?y_source=1_ODk1NTcwMC00NDAtbG9jYXRpb24ud2Vic2l0ZQ==
1705852068-177,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Kimpton Everly,https://foursquare.com/v/kimpton-everly/58a642b79c95483204704893,"1800 Argyle Ave, Los Angeles",https://fastly.4sqi.net/img/general/300x300/150172800_scJeOXACUHKmEpJpLr-TRAI2uEfWWvp_qtU3KSCQYIg.jpg,7.9,(213) 279-3532,everlyhotelhollywood.com,https://www.everlyhotelhollywood.com/
1705852079-178,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Mayumi,https://foursquare.com/v/mayumi/5aed202525ecca002c9fc828,"5630 Sawtelle Blvd, Culver City",https://fastly.4sqi.net/img/general/300x300/172135979_m_5UvEAPj5InWdNLtxbl2Qvws3VkZpvcIGgUKLT-oek.jpg,7.9,(310) 765-2008,themayumi.com,http://www.themayumi.com/
1705852089-179,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,The Belvedere,https://foursquare.com/v/the-belvedere/3fd66200f964a520d8ee1ee3,"9882 Santa Monica Blvd (in The Peninsula Beverly Hills), Beverly Hills",https://fastly.4sqi.net/img/general/300x300/447309064_SeyL1ShgTcSRs1b3e5Cz34NSI1wGTDrQboUYskJd7z0.jpg,8.3,(310) 788-2306,peninsula.com/belvedere,http://peninsula.com/belvedere
1705852107-180,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Fairmont Century Plaza,https://foursquare.com/v/fairmont-century-plaza/4a7c79e0f964a520baec1fe3,"2025 Avenue of the Stars, Los Angeles",https://fastly.4sqi.net/img/general/300x300/2319202_cxppRqQ24puQEJMcos_vba_Qpvn3axudBzYxbiPabwo.jpg,7.9,(310) 424-3030,fairmont.com/los-angeles/?y_source=1_MTUzNTkzMzAtNDQwLWxvY2F0aW9uLndlYnNpdGU=,https://www.fairmont.com/los-angeles/?y_source=1_MTUzNTkzMzAtNDQwLWxvY2F0aW9uLndlYnNpdGU=
1705852125-181,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Cambria Hotel & Suites LAX,https://foursquare.com/v/cambria-hotel--suites-lax/58c101c3bf1a6d242b7b5e46,"199 Continental Blvd, El Segundo",https://fastly.4sqi.net/img/general/300x300/1392411529_xQ9-I7uAavBcPSW6pLTwkJ48ORaS20K0tuGrk0yyN_c.jpg,8,(310) 965-0555,choicehotels.com/california/el-segundo/cambria-hotels/cad84?mc=llyxyxpx,https://www.choicehotels.com/california/el-segundo/cambria-hotels/cad84?mc=llyxyxpx
1705852137-182,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Hotel Hermosa,https://foursquare.com/v/hotel-hermosa/4abae291f964a520458320e3,"2515 Pacific Coast Hwy (Artesia & PCH), Hermosa Beach",https://fastly.4sqi.net/img/general/300x300/6630879_7zVnQPDgJT_XULiEo2vmVe7G2eOvxNCGzlR7D9bv6dM.jpg,8,(310) 318-6000,hotelhermosa.com,https://www.hotelhermosa.com/
1705852145-183,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,The Orlando Hotel,https://foursquare.com/v/the-orlando-hotel/4afde896f964a520f02b22e3,"8384 W 3rd St, Los Angeles",https://fastly.4sqi.net/img/general/300x300/2206325_IMVxRXP9JL1LJ5p1N-m5XA6zaxwS-it7IsTgoYwMJbE.jpg,8,(323) 658-6600,theorlando.com,https://www.theorlando.com/
1705852157-184,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Venice Breeze Suites,https://foursquare.com/v/venice-breeze-suites/4bf6f2ea5ec320a1d81586d3,"2 Breeze Ave, Venice",https://fastly.4sqi.net/img/general/300x300/11093810_wbu4Pnt0ogex0w7v_SoJmJ1e54siWxW95y2DCmrOvJw.jpg,8,(310) 566-5224,venicebreezesuites.com,https://www.venicebreezesuites.com/
1705852187-185,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Sportsmen's Lodge,https://foursquare.com/v/sportsmens-lodge/4b297fa0f964a520df9f24e3,"12825 Ventura Blvd (at Coldwater Canyon Blvd.), Studio City",https://fastly.4sqi.net/img/general/300x300/1580234_wFKxEKSMYP6FpWXinozgU7YCjcrWIhRwLKPmix3kLLY.jpg,8,(818) 769-4700,sportsmenslodge.com,http://www.sportsmenslodge.com/
1705852199-186,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Hampton Inn & Suites,https://foursquare.com/v/hampton-inn--suites/59a5840d9ec39930d0e505fd,"1133 Vine St, Los Angeles",https://fastly.4sqi.net/img/general/300x300/31559_5UDjuFDKfXcxekYdAb74nJbDZte6sUH4x_WaAIoZ3J0.jpg,8,(323) 952-6900,hilton.com/en/hotels/laxhxhx-hampton-suites-los-angeles-hollywood,https://www.hilton.com/en/hotels/laxhxhx-hampton-suites-los-angeles-hollywood
1705852219-187,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Elan Hotel,https://foursquare.com/v/elan-hotel/4b3571c6f964a520372d25e3,"8435 Beverly Blvd, Los Angeles",https://fastly.4sqi.net/img/general/300x300/1417095_LNAVoNS9sObGA6J_clqlMTXURKVVWb39_IJobYR7XEQ.jpg,7.9,(323) 658-6663,elanhotel.com,https://www.elanhotel.com/
1705852237-188,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,W Hollywood,https://foursquare.com/v/w-hollywood/4b52101cf964a520006527e3,"6250 Hollywood Blvd (at Argyle Ave), Los Angeles",https://fastly.4sqi.net/img/general/300x300/2289849_MgAwQ9xJtrPEKk8_BulyzMsnuL15QT8AlCSKhrAy_Cg.jpg,7.9,(323) 798-1300,marriott.com/hotels/travel/laxwh-w-hollywood/?y_source=1_MTUwMjc1Mi00NDAtbG9jYXRpb24ud2Vic2l0ZQ==,https://www.marriott.com/hotels/travel/laxwh-w-hollywood/?y_source=1_MTUwMjc1Mi00NDAtbG9jYXRpb24ud2Vic2l0ZQ==
1705852247-189,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,SIXTY Beverly Hills Hotel,https://foursquare.com/v/sixty-beverly-hills-hotel/4a5ac380f964a520d5ba1fe3,"9360 Wilshire Blvd (at Crescent Dr.), Beverly Hills",https://fastly.4sqi.net/img/general/300x300/78329155__vVukbfrWlUX-hjyPKs0dcDfcdTDe5w01BWZF3WQ4Zo.jpg,8,(800) 441-5050,sixtyhotels.com/beverly-hills,https://www.sixtyhotels.com/beverly-hills
1705852260-190,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Jw Marriot Olympic 1,https://foursquare.com/v/jw-marriot-olympic-1/594abc09bed48370322b4f49,Los Angeles,https://fastly.4sqi.net/img/general/300x300/187934517_hP-llFvJyJeENLrKiRzxo8Hk2C9EKV_Sk_33ZqFSOnw.jpg,8.1,,JW Marriott Los Angeles L.A. LIVE,https://foursquare.com/v/jw-marriott-los-angeles-la-live/4b6900daf964a52092962be3
1705852278-191,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,"The Ritz-Carlton, Marina del Rey",https://foursquare.com/v/the-ritzcarlton-marina-del-rey/457017adf964a520503e1fe3,"4375 Admiralty Way, Marina del Rey",https://fastly.4sqi.net/img/general/300x300/29786131_AzUWRu_VGXU1hkm2B9C0k2vyqTeNvunN2kMSUMn5nCU.jpg,8.4,(310) 823-1700,ritzcarlton.com/en/hotels/california/marina-del-rey,http://www.ritzcarlton.com/en/hotels/california/marina-del-rey
1705852286-192,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Residence Inn by Marriott Los Angeles Redondo Beach,https://foursquare.com/v/residence-inn-by-marriott-los-angeles-redondo-beach/53580b88498eb0a54a14ce78,"2420 Marine Ave (Aviation Blvd), Redondo Beach",https://fastly.4sqi.net/img/general/300x300/2022245_wy9OBw2M3dpMu0bLqzGFnnDFlNDfQ9O6SLTWJdANxq8.jpg,8,(310) 725-0108,marriott.com/hotels/travel/laxdb-residence-inn-los-angeles-redondo-beach/?y_source=1_MjgxOTIyOS00NDAtbG9jYXRpb24ud2Vic2l0ZQ==,https://www.marriott.com/hotels/travel/laxdb-residence-inn-los-angeles-redondo-beach/?y_source=1_MjgxOTIyOS00NDAtbG9jYXRpb24ud2Vic2l0ZQ==
1705852299-193,https://foursquare.com/explore?mode=url&ne=34.126584%2C-118.234692&q=hotel&sw=33.948771%2C-118.522396,,Sunset Tower Hotel,https://foursquare.com/v/sunset-tower-hotel/4b970787f964a5203ef434e3,"8358 Sunset Blvd, West Hollywood",https://fastly.4sqi.net/img/general/300x300/2206325_sRcQGzET9FUVAscoALL2m1zHa3hAgOGA8y7eJpSoMv0.jpg,8.1,(323) 654-7100,sunsettowerhotel.com,http://www.sunsettowerhotel.com/
